title,projectname,builder,price,per_sqft,area,status,place,rating
2  BHK  Independent Floor,,Om Sri Sai Ram Rentals,4800000,"5,052 / sq ft",950,Ready to move,Begumpet,0.0
2  BHK  Apartment,,Shalini,4879000,"4,100 / sq ft",1190,Ready to move,Kompally,0.0
Residential Plot,,Kumar,1950000,"1,444 / sq ft",1350,New,Yacharam,0.0
3  BHK  Apartment,,seller,13600000,"7,472 / sq ft",1820,Under Construction,Hitech City,
3  BHK  Apartment,,seller,7800000,"5,032 / sq ft",1550,Under Construction,Bachupally,
4  BHK  Independent House,,B srinivas,15500000,"11,481 / sq ft",1350,Ready to move,Bollaram,0.0
Residential Plot,,Kumar,2875000,"1,277 / sq ft",2250,New,Choutuppal,0.0
Residential Plot,,Kumar,3000000,"1,666 / sq ft",1800,Resale,Adibatla,0.0
2  BHK  Apartment,Tekman Urban Ville,Radha Real Home Properties,6074000,"4,899 / sq ft",1240,Under Construction,Yapral,0.0
2  BHK  Apartment,,ramu,4400000,"4,400 / sq ft",1000,Ready to move,Aminpur,0.0
3  BHK  Apartment,My Home Tarkshya,Ajay infra,24000000,"10,738 / sq ft",2235,Ready to move,Kokapet,0.0
3  BHK  Apartment,,Space Link Infra Consultants,24000000,"8,000 / sq ft",3000,Ready to move,Madhapur,0.0
Residential Plot,,Kumar,2420000,"1,222 / sq ft",1980,New,Yacharam,0.0
2  BHK  Apartment,,seller,5900000,"4,720 / sq ft",1250,Under Construction,Bachupally,
2  BHK  Apartment,Aparna Cyber Zon,Ajay infra,11000000,"8,835 / sq ft",1245,Ready to move,Nallagandla Gachibowli,0.0
Residential Plot,,Kumar,3300000,"1,666 / sq ft",1980,Resale,Adibatla,0.0
Residential Plot,,Renva Group,3500000,"1,851 / sq ft",1890,New,Indresham,0.0
2  BHK  Apartment,,ramu,4800000,"4,363 / sq ft",1100,Ready to move,Aminpur,0.0
4  BHK  Apartment,Aditya Windsor,Ajay infra,22500000,"8,358 / sq ft",2692,Ready to move,Hitech City,0.0
3  BHK  Apartment,,Space Link Infra Consultants,24000000,"8,000 / sq ft",3000,Ready to move,Madhapur,0.0
Residential Plot,,Kumar,2180000,"1,513 / sq ft",1440,New,Choutuppal,0.0
2  BHK  Apartment,,seller,6000000,"5,172 / sq ft",1160,Under Construction,Bachupally,
3  BHK  Apartment,,Raghavendera Reddy,10900000,"5,294 / sq ft",2075,Under Construction,Velimela,0.0
Residential Plot,,Kumar,4179999,"2,111 / sq ft",1980,Resale,Adibatla,0.0
Residential Plot,,Renva Group,6000000,"3,030 / sq ft",1980,New,Shankarpally Road,0.0
Residential Plot,,Mahesh,12500000,"3,472 / sq ft",3600,Resale,Munganoor,0.0
Residential Plot,,Space Link Infra Consultants,5600000,"28,000 / sq ft",200,New,Shankarpally Road,0.0
3  BHK  Apartment,,Space Link Infra Consultants,20299999,"9,000 / sq ft",2260,Ready to move,Kondapur,0.0
3  BHK  Apartment,,Space Link Infra Consultants,24000000,"8,000 / sq ft",3000,Ready to move,Madhapur,0.0
Residential Plot,,Mahesh,5500000,"2,444 / sq ft",2250,Resale,Munganoor,0.0
Residential Plot,,Kumar,2500000,"1,388 / sq ft",1800,New,Choutuppal,0.0
2  BHK  Apartment,,seller,6200000,"5,081 / sq ft",1220,Under Construction,Bachupally,
3  BHK  Apartment,,seller,17100000,"7,500 / sq ft",2280,Under Construction,Hitech City,
3  BHK  Apartment,,Raghavendera Reddy,7255000,"5,530 / sq ft",1312,Under Construction,Manikonda,0.0
Residential Plot,,Kumar,4179999,"2,111 / sq ft",1980,New,Tukkuguda,0.0
3  BHK  Apartment,,Pavan,8600000,"5,405 / sq ft",1591,Ready to move,Kompally,0.0
3  BHK  Apartment,Prestige Ivy League,Space Link Infra Consultants,21500000,"12,370 / sq ft",1738,Ready to move,Hitech City,0.0
8  BHK  Independent House,,Ramesh,22000000,"4,583 / sq ft",4800,Ready to move,Meerpet,0.0
2  BHK  Apartment,,Jagdeesh,5490000,"4,481 / sq ft",1225,Under Construction,Hafeezpet,0.0
3  BHK  Apartment,S And S Green Green Grace,Space Link Infra Consultants,21000000,"9,130 / sq ft",2300,Ready to move,Gachibowli,0.0
4  BHK  Villa,EIPL La Paloma Villas,Space Link Infra Consultants,49000000,"12,596 / sq ft",3890,Ready to move,Mokila,0.0
2  BHK  Apartment,,Venkateswara Rentals,6000000,"6,000 / sq ft",1000,Ready to move,Amberpet,0.0
2  BHK  Apartment,,Om Sri Sai Ram Rentals,5000000,"4,347 / sq ft",1150,Ready to move,Nacharam,0.0
Residential Plot,,Kumar,2013000,"1,242 / sq ft",1620,New,Choutuppal,0.0
Residential Plot,,Kumar,2167000,"1,267 / sq ft",1710,New,Choutuppal,0.0
3  BHK  Apartment,,Raghavendera Reddy,7952000,"5,301 / sq ft",1500,Under Construction,Velimela,0.0
2  BHK  Apartment,,Raghavendera Reddy,7216000,"5,500 / sq ft",1312,Under Construction,Manikonda,0.0
2  BHK  Independent House,,Sai Ram Property Consultants,10000000,"6,157 / sq ft",1624,Under Construction,Neredmet,0.0
Residential Plot,Alekhya Amara County,Ganesh,2790000,"1,550 / sq ft",1800,New,Aroor,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,3700000,"2,056 / sq ft",1800,New,Shamirpet,0.0
2  BHK  Apartment,Amrutha Sangam,Pavan,6300000,"5,445 / sq ft",1157,Ready to move,Kompally,0.0
2  BHK  Apartment,SSV Krishna Heights,Srinivas Realtors,6231000,"4,499 / sq ft",1385,Ready to move,Peerzadiguda,0.0
2  BHK  Apartment,,Naveen,6000000,"6,000 / sq ft",1000,Ready to move,Kondapur,0.0
3  BHK  Apartment,,Venkatesh,13000000,"8,176 / sq ft",1590,Under Construction,Kondapur,0.0
3  BHK  Apartment,,Jagdeesh,9652000,"4,500 / sq ft",2145,Under Construction,Hafeezpet,0.0
4  BHK  Villa,Sark One,Space Link Infra Consultants,60000000,"15,000 / sq ft",4000,Ready to move,Mokila,0.0
4  BHK  Apartment,Sri Fortune Sonthalia Sky Villas,Space Link Infra Consultants,69600000,"11,000 / sq ft",6333,Under Construction,Kokapet,0.0
3  BHK  Apartment,,Raghavendera Reddy,8250000,"5,500 / sq ft",1500,Under Construction,Manikonda,0.0
3  BHK  Apartment,,Raghavendera Reddy,7254000,"5,529 / sq ft",1312,Under Construction,Manikonda,0.0
Residential Plot,,Kumar,1650000,"1,222 / sq ft",1350,New,Choutuppal,0.0
4  BHK  Villa,,Raghavendera Reddy,19800000,"6,200 / sq ft",3200,Under Construction,Velimela,0.0
Residential Plot,Alekhya NSR County Phase II,Ganesh,3000000,"1,666 / sq ft",1800,New,Sangareddy,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,3293000,"2,056 / sq ft",1602,New,Shamirpet,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,3293000,"2,056 / sq ft",1602,New,Shamirpet,0.0
3  BHK  Apartment,SSV Krishna Heights,Srinivas Realtors,6078000,"4,499 / sq ft",1351,Ready to move,Peerzadiguda,0.0
3  BHK  Apartment,Sai Jyothi Keerthi Signature,Venkatesh,14000000,"8,333 / sq ft",1680,Under Construction,Kondapur,0.0
4  BHK  Apartment,,Raghav,63200000,"11,500 / sq ft",5500,Under Construction,raidurgam,0.0
3  BHK  Apartment,My Home Mangala,Ajay infra,20000000,"10,655 / sq ft",1877,Ready to move,Kondapur,0.0
Residential Plot,,Space Link Infra Consultants,16800000,"28,000 / sq ft",600,New,Shankarpally Road,0.0
Residential Plot,,Kumar,2890000,"1,337 / sq ft",2160,New,Choutuppal,0.0
4  BHK  Villa,,Raghavendera Reddy,18900000,"5,789 / sq ft",3275,Under Construction,Velimela,0.0
Residential Plot,,Ganesh,4500000,"2,777 / sq ft",1620,New,Kandi,0.0
Residential Plot,,Ganesh,3500000,"2,160 / sq ft",1620,New,Peddapur,0.0
3  BHK  Apartment,S V Neeladri,Sri Bhavani Developers,6039000,"4,500 / sq ft",1342,Under Construction,Pocharam,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,5921000,"2,056 / sq ft",2880,New,Shamirpet,0.0
3  BHK  Apartment,SSV Krishna Heights,Srinivas Realtors,4816000,"4,099 / sq ft",1175,Ready to move,Peerzadiguda,0.0
3  BHK  Apartment,,Saiduluyadav,7655000,"5,003 / sq ft",1530,Ready to move,Mansoorabad,0.0
4  BHK  Apartment,,Raghav,63200000,"11,500 / sq ft",5500,Under Construction,Hitech City,0.0
Residential Plot,Alekhya Amara County,Ganesh,2890000,"1,605 / sq ft",1800,New,Aroor,0.0
3  BHK  Apartment,Akshita Heights 4,Akshita Infra Projects LlP,7798999,"5,002 / sq ft",1560,Under Construction,Kompally,0.0
3  BHK  Apartment,S V Neeladri,Sri Bhavani Developers,6952000,"4,500 / sq ft",1545,Under Construction,Pocharam,0.0
3  BHK  Apartment,S V Neeladri,Sri Bhavani Developers,7456000,"4,500 / sq ft",1657,Under Construction,Pocharam,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,5921000,"2,056 / sq ft",2880,New,Shamirpet,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,9474000,"2,056 / sq ft",4608,New,Shamirpet,0.0
2  BHK  Apartment,SSV Krishna Heights,Srinivas Realtors,5187000,"4,499 / sq ft",1153,Ready to move,Peerzadiguda,0.0
4  BHK  Villa,,Saiduluyadav,15700000,"4,632 / sq ft",3400,Under Construction,Raviryal,0.0
4  BHK  Villa,,Saiduluyadav,15700000,"4,578 / sq ft",3440,Under Construction,Raviryal,0.0
4  BHK  Apartment,,Raghav,75900000,"11,507 / sq ft",6600,Under Construction,Hitech City,0.0
3  BHK  Apartment,Akshita Heights 4,Akshita Infra Projects LlP,7798999,"5,002 / sq ft",1560,Under Construction,Kompally,0.0
2  BHK  Apartment,Akshita Heights 4,Akshita Infra Projects LlP,5824000,"5,004 / sq ft",1165,Under Construction,Kompally,0.0
5  BHK  Independent House,,Surya Infra,14700000,"4,900 / sq ft",3000,Ready to move,Miyapur,0.0
3  BHK  Apartment,S V Neeladri,Sri Bhavani Developers,6884999,"4,500 / sq ft",1530,Under Construction,Pocharam,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,9474000,"2,056 / sq ft",4608,New,Shamirpet,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,4070000,"2,056 / sq ft",1980,New,Shamirpet,0.0
3  BHK  Apartment,SSV Krishna Heights,Srinivas Realtors,6186000,"4,499 / sq ft",1375,Ready to move,Peerzadiguda,0.0
3  BHK  Apartment,SSV Krishna Heights,Srinivas Realtors,6163000,"4,499 / sq ft",1370,Ready to move,Peerzadiguda,0.0
2  BHK  Apartment,Alekhya Towers,Saiduluyadav,8000000,"5,547 / sq ft",1442,Ready to move,Saroor Nagar,0.0
3  BHK  Apartment,Alekhya Towers,Saiduluyadav,11000000,"5,789 / sq ft",1900,Ready to move,Saroor Nagar,0.0
4  BHK  Apartment,,Raghav,75900000,"11,507 / sq ft",6600,Under Construction,raidurgam,0.0
4  BHK  Apartment,,Raghav,75900000,"11,507 / sq ft",6600,Under Construction,Jubilee Hills,0.0
1  BHK  Apartment,,Venkateswara Rentals,2700000,"4,909 / sq ft",550,Ready to move,Amberpet,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,15400000,"7,200 / sq ft",2150,Under Construction,Puppalaguda,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,4070000,"2,056 / sq ft",1980,New,Shamirpet,0.0
2  BHK  Apartment,,Pandu Reddy,5760000,"4,800 / sq ft",1200,Under Construction,Aminpur,0.0
2  BHK  Apartment,Sri Sukhadah SS Harmony,Srinivas Realtors,4216000,"3,400 / sq ft",1240,Ready to move,Adibatla,0.0
3  BHK  Apartment,,Saiduluyadav,11000000,"5,994 / sq ft",1835,Under Construction,Jillelguda,0.0
2  BHK  Apartment,Anvita Ivana,Saiduluyadav,7418000,"5,299 / sq ft",1400,Under Construction,Kollur,0.0
4  BHK  Apartment,,Raghav,63200000,"11,500 / sq ft",5500,Under Construction,Jubilee Hills,0.0
3  BHK  Apartment,,rajesh,8500000,"7,727 / sq ft",1100,Ready to move,Mallapur,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,15400000,"7,200 / sq ft",2150,Under Construction,Puppalaguda,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,15400000,"7,200 / sq ft",2150,Under Construction,Puppalaguda,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,4774000,"2,056 / sq ft",2322,New,Shamirpet,0.0
3  BHK  Apartment,,Pandu Reddy,8740000,"4,600 / sq ft",1900,Under Construction,Miyapur,0.0
2  BHK  Apartment,Sri Sukhadah SS Harmony,Srinivas Realtors,4318000,"3,400 / sq ft",1270,Ready to move,Adibatla,0.0
2  BHK  Apartment,Sri Sukhadah SS Harmony,Srinivas Realtors,4250000,"3,400 / sq ft",1250,Ready to move,Adibatla,0.0
2  BHK  Apartment,,Saiduluyadav,6781999,"5,299 / sq ft",1280,Under Construction,Kollur,0.0
4  BHK  Independent House,NR Infra Ultimus,Servirala Santhosh,11000000,"4,583 / sq ft",2400,Ready to move,Rameswaram Banda,0.0
4  BHK  Independent Floor,,Om Sri Sai Ram Rentals,15000000,"15,000 / sq ft",1000,Ready to move,Nacharam,0.0
3  BHK  Apartment,,Om Sri Sai Ram Rentals,9800000,"6,533 / sq ft",1500,Ready to move,Mallapur,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,17900000,"7,200 / sq ft",2490,Under Construction,Puppalaguda,0.0
Residential Plot,Akshita Natures Habitat,Akshita Infra Projects LlP,4774000,"2,056 / sq ft",2322,New,Shamirpet,0.0
2  BHK  Apartment,,Pandu Reddy,5520000,"4,800 / sq ft",1150,Under Construction,Aminpur,0.0
2  BHK  Apartment,Sri Sukhadah SS Harmony,Srinivas Realtors,4386000,"3,400 / sq ft",1290,Ready to move,Adibatla,0.0
3  BHK  Villa,,Saiduluyadav,24800000,"8,500 / sq ft",2925,Under Construction,Mokila,0.0
3  BHK  Villa,,Saiduluyadav,24800000,"8,500 / sq ft",2925,Under Construction,Mokila,0.0
3  BHK  Villa,Tripura Landmark III,Servirala Santhosh,20000000,"9,407 / sq ft",2126,Ready to move,Bachupally,0.0
3  BHK  Villa,,Ravi teja,8159999,"3,885 / sq ft",2100,Under Construction,Patancheru,0.0
4  BHK  Independent House,,Om Sri Sai Ram Rentals,40000000,"10,946 / sq ft",3654,Ready to move,Tarnaka,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,15400000,"7,200 / sq ft",2150,Under Construction,Puppalaguda,0.0
2  BHK  Apartment,,Prabhakar,4300000,"5,088 / sq ft",845,Under Construction,Mallapur,0.0
2  BHK  Apartment,Vistara Delight Heights,Kumbala Sudhakar Reddy,5826000,"4,699 / sq ft",1240,Ready to move,Kompally,0.0
2  BHK  Apartment,,Pandu Reddy,7200000,"4,800 / sq ft",1500,Under Construction,Aminpur,0.0
3  BHK  Apartment,,Pandu Reddy,6784999,"4,600 / sq ft",1475,Under Construction,Pragathi Nagar Kukatpally,0.0
2  BHK  Apartment,GSV Residential Apartment At Nagole,Rajesh,7000000,"4,778 / sq ft",1465,Under Construction,Nagole,0.0
2  BHK  Apartment,,Srinivas Realtors,3600000,"3,361 / sq ft",1071,Under Construction,Narepally,0.0
3  BHK  Apartment,,Saiduluyadav,7655000,"5,000 / sq ft",1531,Ready to move,Mansoorabad,0.0
2  BHK  Apartment,,Saiduluyadav,5149000,"3,814 / sq ft",1350,Under Construction,Velimela,0.0
3  BHK  Apartment,,Om Sri Sai Ram Rentals,11000000,"6,406 / sq ft",1717,Ready to move,Tarnaka,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,17900000,"7,200 / sq ft",2490,Under Construction,Puppalaguda,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,10700000,"7,204 / sq ft",1500,Under Construction,Puppalaguda,0.0
3  BHK  Apartment,Vistara Delight Heights,Kumbala Sudhakar Reddy,8317000,"4,699 / sq ft",1770,Ready to move,Kompally,0.0
2  BHK  Apartment,,Pandu Reddy,5520000,"4,800 / sq ft",1150,Ready to move,Aminpur,0.0
Residential Plot,,Renva Group,3520000,"2,444 / sq ft",1440,New,Kandi,0.0
3  BHK  Apartment,,Rajesh,8900000,"5,000 / sq ft",1780,Ready to move,Hayathnagar,0.0
4  BHK  Independent House,,Yesu Chilveri,480000000,"68,571 / sq ft",7000,Ready to move,Hitech City,0.0
3  BHK  Apartment,Prestige Neopolis,Ashish Mishra,18000000,"10,000 / sq ft",1800,Under Construction,Kokapet,0.0
3  BHK  Apartment,,Ajay infra,22000000,"10,476 / sq ft",2100,Ready to move,Madhapur,0.0
3  BHK  Apartment,,Ajay infra,13000000,"7,514 / sq ft",1730,Ready to move,Madhapur,0.0
2  BHK  Apartment,,Saiduluyadav,5149000,"3,800 / sq ft",1355,Under Construction,Velimela,0.0
2  BHK  Apartment,,Sri pragna property solutions,12900000,"9,946 / sq ft",1297,Ready to move,Kondapur,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,10700000,"7,204 / sq ft",1500,Under Construction,Puppalaguda,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,14700000,"7,200 / sq ft",2045,Under Construction,Puppalaguda,0.0
2  BHK  Apartment,Vistara Delight Heights,Kumbala Sudhakar Reddy,5897000,"4,699 / sq ft",1255,Ready to move,Kompally,0.0
Residential Plot,,Renva Group,3520000,"2,444 / sq ft",1440,New,Maheshwaram,0.0
5  BHK  Independent House,,Yesu Chilveri,65000000,"10,833 / sq ft",6000,Ready to move,Banjara Hills,0.0
3  BHK  Apartment,Prestige Neopolis,Ashish Mishra,18000000,"10,000 / sq ft",1800,Under Construction,Kokapet,0.0
3  BHK  Apartment,,Ajay infra,8000000,"6,120 / sq ft",1307,Ready to move,Manikonda,0.0
2  BHK  Apartment,Reputed Builder Nani Residency,Saiduluyadav,7100000,"6,068 / sq ft",1170,Ready to move,Kothapet,0.0
3  BHK  Apartment,,Sri pragna property solutions,20000000,"11,123 / sq ft",1798,Ready to move,Kondapur,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,14700000,"7,200 / sq ft",2045,Under Construction,Puppalaguda,0.0
3  BHK  Villa,,Dial To Property,19400000,"6,504 / sq ft",2997,Ready to move,LB Nagar,0.0
Residential Plot,,Renva Group,3300000,"2,444 / sq ft",1350,New,Kandi,0.0
4  BHK  Independent House,,Yesu Chilveri,65000000,"14,444 / sq ft",4500,Ready to move,Banjara Hills,0.0
4  BHK  Apartment,Prestige Neopolis,Ashish Mishra,30000000,"10,000 / sq ft",3000,Under Construction,Kokapet,0.0
3  BHK  Apartment,,Ajay infra,14000000,"6,363 / sq ft",2200,Ready to move,Manikonda,0.0
4  BHK  Villa,,Saiduluyadav,15700000,"4,538 / sq ft",3470,Under Construction,Tukkuguda,0.0
2  BHK  Apartment,,Sri pragna property solutions,12500000,"9,637 / sq ft",1297,Ready to move,Kondapur,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,12400000,"7,200 / sq ft",1725,Under Construction,Puppalaguda,0.0
3  BHK  Villa,,Dial To Property,14100000,"6,502 / sq ft",2183,Ready to move,Pasumamula,0.0
3  BHK  Villa,,Dial To Property,20200000,"6,503 / sq ft",3106,Ready to move,Hayathnagar,0.0
Residential Plot,,Renva Group,2200000,"1,629 / sq ft",1350,New,Maheshwaram,0.0
Residential Plot,Prakruti White Field Annex,Vaarahi Promoters,3400000,"1,889 / sq ft",1800,New,Chilkamarri,0.0
6  BHK  Independent House,,Yesu Chilveri,160000000,"16,000 / sq ft",10000,Ready to move,Jubilee Hills,0.0
Residential Plot,,Radha Real Home Properties,4600000,"2,555 / sq ft",1800,New,Sadashivpet,0.0
4  BHK  Apartment,Prestige Neopolis,Ashish Mishra,30000000,"10,000 / sq ft",3000,Under Construction,Kokapet,0.0
4  BHK  Villa,,Saiduluyadav,15700000,"4,512 / sq ft",3490,Under Construction,Tukkuguda,0.0
3  BHK  Apartment,,Sri pragna property solutions,15500000,"10,360 / sq ft",1496,Ready to move,Kondapur,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,12400000,"7,200 / sq ft",1725,Under Construction,Puppalaguda,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,15500000,"7,200 / sq ft",2165,Under Construction,Puppalaguda,0.0
3  BHK  Apartment,S V Neeladri,Sri Bhavani Developers,7506000,"4,500 / sq ft",1668,Under Construction,Pocharam,0.0
Residential Plot,,Vamsi Kishan,899000,666 / sq ft,1350,New,Thimmapur,0.0
Residential Plot,Prakruti White Field Annex,Vaarahi Promoters,3400000,"1,889 / sq ft",1800,New,Chilkamarri,0.0
4  BHK  Independent House,,Yesu Chilveri,180000000,"27,002 / sq ft",6666,Ready to move,Banjara Hills,0.0
3  BHK  Apartment,,Yesu Chilveri,42500000,"13,504 / sq ft",3149,Ready to move,Jubilee Hills,0.0
Residential Plot,,Radha Real Home Properties,3600000,"2,000 / sq ft",1800,New,Taramatipet,0.0
Residential Plot,,Radha Real Home Properties,2900000,"1,611 / sq ft",1800,New,Aushapur,0.0
3  BHK  Apartment,Prestige Neopolis,Ashish Mishra,18000000,"10,000 / sq ft",1800,Under Construction,Kokapet,0.0
2  BHK  Apartment,Hallmark Sunnyside,Sri pragna property solutions,8000000,"6,400 / sq ft",1250,Under Construction,Manchirevula,0.0
3  BHK  Apartment,Honer Vivantis,Lokalproperties,18000000,"10,434 / sq ft",1725,Ready to move,Gopanpally,0.0
3  BHK  Apartment,RAGHURAM PRADEEP CONSTRUCTIONS The Vue Residences,Ashish Mishra,15500000,"7,200 / sq ft",2165,Under Construction,Puppalaguda,0.0
3  BHK  Apartment,S V Neeladri,Sri Bhavani Developers,6489000,"4,500 / sq ft",1442,Under Construction,Pocharam,0.0
2  BHK  Apartment,,Srikanth Reddy,3850000,"3,347 / sq ft",1150,Ready to move,Mallampet,0.0
1  BHK  Apartment,,Srikanth Reddy,2200000,"4,074 / sq ft",540,Ready to move,Mallampet,0.0
Residential Plot,Prakruti White Field Annex,Vaarahi Promoters,3111000,"1,889 / sq ft",1647,New,Chilkamarri,0.0
Residential Plot,Prakruti White Field Annex,Vaarahi Promoters,3111000,"1,889 / sq ft",1647,New,Chilkamarri,0.0
4  BHK  Villa,Sri Aditya Casa Grande,Yesu Chilveri,270000000,"36,535 / sq ft",7390,Ready to move,Gandipet,0.0
Residential Plot,,Radha Real Home Properties,6405000,"3,888 / sq ft",1647,New,Shamirpet,0.0
Residential Plot,Ragi Madan Mohan Reddy Keesara County,Radha Real Home Properties,3060000,"2,035 / sq ft",1503,New,Bogaram,0.0
3  BHK  Apartment,Prestige Neopolis,Ashish Mishra,18000000,"10,000 / sq ft",1800,Under Construction,Kokapet,0.0
3  BHK  Apartment,Prestige Ivy League,Brickbuddys,20000000,"11,507 / sq ft",1738,Ready to move,Hitech City,0.0
